UID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,buy
UID30095,25,blue-collar,married,secondary,no,895,no,no,cellular,21,jul,317,3,-1,0,unknown,0
UID30096,60,retired,divorced,secondary,no,4974,yes,no,cellular,15,may,80,4,-1,0,unknown,0
UID30097,51,technician,married,secondary,no,2402,yes,no,unknown,29,may,118,1,-1,0,unknown,0
UID30098,33,management,single,tertiary,no,-75,yes,yes,cellular,31,jul,22,8,-1,0,unknown,0
UID30099,28,technician,single,tertiary,no,865,no,no,cellular,16,sep,177,1,-1,0,unknown,0
UID30100,49,management,single,tertiary,no,163,yes,no,cellular,30,jan,281,2,269,3,failure,0
UID30101,37,management,single,tertiary,no,457,yes,no,cellular,1,apr,510,3,-1,0,unknown,0
UID30102,38,admin.,divorced,secondary,no,4630,yes,no,unknown,3,jun,133,3,-1,0,unknown,0
UID30103,34,services,divorced,secondary,no,27,yes,no,cellular,6,may,192,1,-1,0,unknown,0
UID30104,35,technician,single,secondary,no,951,yes,no,cellular,30,jan,163,1,254,1,failure,0
UID30105,29,blue-collar,single,secondary,no,874,yes,no,unknown,15,may,68,5,-1,0,unknown,0
UID30106,58,retired,married,secondary,no,992,no,no,cellular,25,jul,46,1,-1,0,unknown,0
UID30107,33,admin.,single,secondary,no,1834,yes,no,cellular,21,nov,11,2,-1,0,unknown,0
UID30108,35,services,married,secondary,no,0,yes,no,telephone,18,jul,183,9,-1,0,unknown,0
UID30109,40,blue-collar,married,primary,no,1758,yes,no,unknown,16,may,1230,3,-1,0,unknown,1
UID30110,35,services,divorced,secondary,no,78,yes,no,telephone,13,may,630,3,371,3,failure,0
UID30111,56,admin.,married,secondary,no,2796,no,no,telephone,31,jul,39,3,-1,0,unknown,0
UID30112,28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,1
UID30113,47,blue-collar,married,secondary,no,-346,yes,yes,telephone,3,feb,137,2,253,2,other,0
UID30114,49,admin.,divorced,primary,no,112,yes,no,cellular,13,may,79,1,-1,0,unknown,0
UID30115,51,unemployed,married,tertiary,no,174,no,yes,cellular,11,jul,222,7,-1,0,unknown,0
UID30116,43,management,married,secondary,no,392,no,no,unknown,17,jun,332,5,-1,0,unknown,0
UID30117,30,technician,single,tertiary,no,0,yes,no,cellular,5,jul,140,1,424,8,success,1
UID30118,33,technician,single,tertiary,no,288,yes,yes,unknown,3,jul,343,2,-1,0,unknown,0
UID30119,49,housemaid,married,primary,no,-75,no,yes,cellular,25,aug,125,4,-1,0,unknown,0
UID30120,32,admin.,single,tertiary,no,4041,no,no,cellular,7,aug,325,1,99,2,success,0
UID30121,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,-1,0,unknown,1
UID30122,35,management,married,tertiary,no,972,yes,yes,cellular,25,jul,23,16,-1,0,unknown,0
UID30123,41,admin.,divorced,secondary,no,490,yes,no,cellular,4,aug,182,1,-1,0,unknown,0
UID30124,53,technician,divorced,secondary,no,1301,yes,no,unknown,29,may,90,1,-1,0,unknown,0
UID30125,35,blue-collar,married,secondary,no,-185,yes,yes,unknown,27,may,130,2,-1,0,unknown,0
UID30126,38,technician,single,secondary,no,12926,yes,no,cellular,6,apr,271,2,307,1,failure,0
UID30127,48,technician,divorced,secondary,no,177,yes,no,unknown,8,may,471,1,-1,0,unknown,0
UID30128,47,housemaid,married,secondary,no,0,yes,no,telephone,13,may,20,2,-1,0,unknown,0
UID30129,42,technician,married,secondary,no,2030,yes,yes,cellular,9,jul,196,1,-1,0,unknown,0
UID30130,58,admin.,married,secondary,no,1455,yes,no,cellular,21,jul,119,1,-1,0,unknown,0
UID30131,44,management,married,tertiary,no,-8,yes,no,cellular,11,may,472,1,356,2,failure,0
UID30132,33,blue-collar,married,secondary,no,101,yes,no,cellular,15,may,235,2,361,4,failure,0
UID30133,29,services,single,secondary,no,0,yes,no,unknown,20,may,227,9,-1,0,unknown,0
UID30134,60,admin.,divorced,secondary,no,4519,no,no,cellular,2,feb,152,1,-1,0,unknown,0
UID30135,42,blue-collar,married,primary,no,321,yes,no,unknown,14,may,147,3,-1,0,unknown,0
UID30136,44,unemployed,married,secondary,no,728,yes,no,unknown,14,may,21,11,-1,0,unknown,0
UID30137,44,self-employed,married,tertiary,no,233,yes,yes,cellular,25,jul,161,7,-1,0,unknown,0
UID30138,30,blue-collar,single,primary,no,5641,no,no,cellular,21,nov,695,3,-1,0,unknown,0
UID30139,32,management,divorced,tertiary,no,387,no,no,cellular,26,aug,99,4,-1,0,unknown,0
UID30140,29,management,married,tertiary,no,451,no,no,cellular,4,aug,152,1,92,2,failure,0
UID30141,41,management,married,tertiary,no,36,no,no,cellular,19,nov,388,3,-1,0,unknown,0
UID30142,37,technician,divorced,secondary,no,23,no,no,cellular,20,aug,289,2,-1,0,unknown,0
UID30143,53,services,married,secondary,no,1194,no,no,telephone,30,jul,166,4,-1,0,unknown,0
UID30144,33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,0
UID30145,49,services,married,secondary,no,3554,no,no,cellular,4,aug,39,1,-1,0,unknown,0
UID30146,52,management,married,tertiary,no,2635,no,no,cellular,6,sep,313,1,108,8,success,0
UID30147,31,admin.,married,secondary,no,368,yes,no,cellular,5,may,414,5,361,3,other,0
UID30148,57,blue-collar,married,secondary,no,-898,yes,yes,cellular,21,jul,322,3,-1,0,unknown,0
UID30149,57,retired,married,secondary,no,-133,no,no,cellular,19,aug,197,2,-1,0,unknown,0
UID30150,81,retired,divorced,secondary,no,452,no,no,telephone,16,dec,443,1,-1,0,unknown,1
UID30151,40,entrepreneur,married,tertiary,no,3585,no,no,cellular,15,sep,506,3,-1,0,unknown,1
UID30152,39,services,married,secondary,no,1099,no,no,cellular,29,jan,211,2,245,6,failure,0
UID30153,57,management,married,secondary,no,7162,no,no,cellular,17,nov,83,1,-1,0,unknown,0
UID30154,38,services,married,secondary,no,-140,no,no,unknown,25,jun,456,3,-1,0,unknown,0
UID30155,34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,0
UID30156,56,management,divorced,tertiary,no,659,no,yes,cellular,2,jun,56,1,-1,0,unknown,0
UID30157,52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown,0
UID30158,35,housemaid,married,secondary,no,14000,no,no,unknown,9,jun,121,2,-1,0,unknown,0
UID30159,31,management,single,tertiary,no,29,no,no,cellular,26,aug,179,2,-1,0,unknown,0
UID30160,32,technician,single,secondary,no,0,no,no,cellular,3,feb,446,1,-1,0,unknown,0
UID30161,54,technician,married,secondary,no,65,no,no,cellular,28,may,309,4,93,4,failure,0
UID30162,40,services,married,secondary,no,574,yes,no,unknown,15,may,68,3,-1,0,unknown,0
UID30163,42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,jul,711,1,342,1,failure,1
UID30164,34,blue-collar,single,secondary,no,-42,yes,yes,unknown,3,jun,294,2,-1,0,unknown,0
UID30165,36,blue-collar,married,primary,no,106,yes,no,cellular,18,may,31,6,-1,0,unknown,0
UID30166,56,blue-collar,married,secondary,no,2750,no,no,cellular,11,aug,115,2,-1,0,unknown,0
UID30167,37,self-employed,married,tertiary,no,2084,yes,no,unknown,21,may,137,2,-1,0,unknown,0
UID30168,49,blue-collar,married,primary,no,397,no,no,cellular,22,aug,263,1,-1,0,unknown,0
UID30169,35,admin.,single,secondary,no,1810,yes,no,cellular,25,aug,52,2,92,2,failure,0
UID30170,31,management,single,tertiary,no,-208,yes,yes,cellular,20,nov,251,4,-1,0,unknown,0
UID30171,58,blue-collar,married,primary,no,96,no,no,unknown,16,jun,76,3,-1,0,unknown,0
UID30172,35,management,married,tertiary,no,2472,no,no,cellular,18,nov,586,2,-1,0,unknown,0
UID30173,29,admin.,divorced,secondary,no,201,yes,no,unknown,4,jun,121,3,-1,0,unknown,0
UID30174,60,retired,married,secondary,no,78,no,yes,unknown,27,jun,151,2,-1,0,unknown,0
UID30175,34,technician,married,unknown,no,4053,yes,no,unknown,23,may,123,2,-1,0,unknown,0
UID30176,38,blue-collar,divorced,secondary,no,316,yes,no,cellular,28,jan,223,1,247,2,success,0
UID30177,59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1134,1,-1,0,unknown,1
UID30178,26,management,single,secondary,no,2613,no,no,cellular,1,jun,326,1,-1,0,unknown,1
UID30179,39,technician,married,secondary,no,768,yes,yes,unknown,27,may,171,4,-1,0,unknown,0
UID30180,42,technician,married,secondary,no,679,yes,no,cellular,11,may,146,2,-1,0,unknown,0
UID30181,38,blue-collar,married,secondary,no,1663,yes,no,unknown,21,may,93,1,-1,0,unknown,0
UID30182,31,services,married,secondary,no,288,no,no,cellular,30,jan,164,1,-1,0,unknown,0
UID30183,48,services,married,primary,no,337,no,no,cellular,25,aug,770,12,-1,0,unknown,0
UID30184,40,management,married,tertiary,no,185,no,no,cellular,21,aug,310,2,-1,0,unknown,0
UID30185,51,blue-collar,married,primary,no,7134,no,no,cellular,25,aug,36,7,-1,0,unknown,0
UID30186,39,blue-collar,married,primary,no,104,yes,no,unknown,4,jun,624,2,-1,0,unknown,0
UID30187,35,management,divorced,tertiary,no,3254,no,no,unknown,30,may,337,3,-1,0,unknown,0
UID30188,29,services,single,secondary,no,-142,yes,no,unknown,16,may,140,1,-1,0,unknown,0
UID30189,51,housemaid,married,primary,no,137,no,no,cellular,14,aug,169,2,-1,0,unknown,0
UID30190,36,technician,married,tertiary,no,202,no,no,cellular,1,jun,206,1,192,1,failure,0
UID30191,35,management,married,tertiary,no,24,yes,no,unknown,26,jun,243,2,-1,0,unknown,0
UID30192,33,blue-collar,divorced,secondary,no,176,yes,no,unknown,12,may,157,5,-1,0,unknown,0
UID30193,44,blue-collar,married,secondary,no,-54,yes,yes,unknown,26,may,437,1,-1,0,unknown,0
UID30194,31,admin.,married,secondary,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,0
UID30195,48,services,single,secondary,no,220,no,no,unknown,5,jun,1005,2,-1,0,unknown,0
UID30196,36,management,married,tertiary,no,7,yes,no,cellular,17,nov,501,2,-1,0,unknown,0
UID30197,55,retired,divorced,primary,no,1174,yes,no,cellular,18,nov,245,1,-1,0,unknown,0
UID30198,38,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,0
UID30199,32,blue-collar,single,secondary,no,706,yes,no,unknown,20,may,152,1,-1,0,unknown,0
UID30200,46,blue-collar,married,primary,no,684,yes,no,unknown,29,may,414,2,-1,0,unknown,0
UID30201,43,blue-collar,married,primary,no,547,no,yes,unknown,9,jun,96,6,-1,0,unknown,0
UID30202,25,management,married,primary,no,168,yes,no,unknown,3,jun,801,1,-1,0,unknown,1
UID30203,38,technician,married,secondary,no,0,yes,no,unknown,20,jun,111,1,-1,0,unknown,0
UID30204,59,technician,married,secondary,no,1866,no,no,telephone,3,feb,288,2,215,1,other,0
UID30205,59,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,217,4,-1,0,unknown,0
UID30206,59,technician,divorced,secondary,no,2735,no,no,cellular,3,feb,213,2,-1,0,unknown,0
UID30207,25,admin.,single,secondary,no,1235,yes,yes,cellular,14,may,64,1,349,3,failure,0
UID30208,38,technician,single,secondary,no,435,yes,no,cellular,6,may,437,4,345,1,failure,0
UID30209,55,blue-collar,divorced,primary,no,962,no,yes,telephone,28,jan,88,2,-1,0,unknown,0
UID30210,27,management,single,tertiary,no,0,yes,no,cellular,1,apr,124,1,-1,0,unknown,0
UID30211,50,blue-collar,divorced,primary,no,-677,no,no,cellular,10,jul,387,1,-1,0,unknown,0
UID30212,60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,676,2,181,5,failure,1
UID30213,33,entrepreneur,single,tertiary,no,3017,no,no,cellular,21,nov,240,3,-1,0,unknown,0
UID30214,45,housemaid,married,secondary,no,258,yes,no,cellular,16,jul,287,2,-1,0,unknown,0
UID30215,47,unknown,married,unknown,no,750,no,no,unknown,6,jun,188,1,-1,0,unknown,0
UID30216,31,blue-collar,single,tertiary,no,-701,yes,no,unknown,27,may,42,3,-1,0,unknown,0
UID30217,24,admin.,single,secondary,no,753,yes,no,cellular,30,mar,259,15,-1,0,unknown,0
UID30218,34,management,divorced,tertiary,no,500,yes,no,unknown,29,may,399,1,-1,0,unknown,0
UID30219,30,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1399,1,-1,0,unknown,1
UID30220,30,blue-collar,married,secondary,no,294,yes,yes,unknown,16,jun,50,3,-1,0,unknown,0
UID30221,55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,81,1,-1,0,unknown,1
UID30222,31,services,divorced,secondary,no,1301,yes,no,cellular,13,may,140,3,-1,0,unknown,0
UID30223,52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,may,145,1,-1,0,unknown,0
UID30224,39,management,married,tertiary,no,-468,yes,yes,cellular,8,aug,88,2,-1,0,unknown,0
UID30225,56,entrepreneur,divorced,secondary,no,179,no,no,cellular,14,aug,47,2,-1,0,unknown,0
UID30226,42,technician,married,secondary,no,0,no,no,unknown,9,jun,81,1,-1,0,unknown,0
UID30227,40,management,married,tertiary,no,143,no,no,cellular,13,aug,832,6,-1,0,unknown,0
UID30228,36,services,married,secondary,no,393,yes,yes,unknown,21,may,126,1,-1,0,unknown,0
UID30229,45,blue-collar,married,primary,no,658,yes,no,telephone,20,apr,406,3,270,2,failure,0
UID30230,32,blue-collar,single,secondary,no,5252,yes,no,cellular,20,nov,232,2,183,2,failure,0
UID30231,31,housemaid,married,primary,no,-184,yes,no,cellular,24,jul,326,1,-1,0,unknown,0
UID30232,66,retired,married,primary,no,1943,no,no,cellular,24,aug,401,1,-1,0,unknown,0
UID30233,58,services,single,secondary,no,1430,yes,no,cellular,20,apr,861,6,321,5,failure,0
UID30234,30,management,single,tertiary,no,17,no,no,cellular,28,aug,95,6,-1,0,unknown,0
UID30235,34,blue-collar,single,secondary,no,1239,yes,no,cellular,18,jul,90,1,-1,0,unknown,0
UID30236,37,management,married,tertiary,no,3556,no,no,cellular,9,nov,268,1,-1,0,unknown,1
UID30237,45,technician,single,tertiary,no,0,no,no,cellular,22,aug,87,4,-1,0,unknown,0
UID30238,57,management,divorced,tertiary,no,408,yes,no,cellular,13,may,402,2,351,1,failure,0
UID30239,28,self-employed,single,tertiary,no,805,no,no,cellular,26,may,69,1,99,1,success,0
UID30240,37,self-employed,single,secondary,no,4894,no,no,cellular,20,nov,240,1,-1,0,unknown,0
UID30241,56,admin.,married,secondary,no,550,yes,no,cellular,12,may,398,2,-1,0,unknown,0
UID30242,60,retired,married,secondary,no,404,no,no,cellular,5,mar,308,2,196,2,failure,1
UID30243,24,blue-collar,single,secondary,no,27,yes,no,cellular,6,may,404,1,338,2,failure,0
UID30244,56,blue-collar,married,primary,no,1214,no,yes,cellular,7,aug,105,1,-1,0,unknown,0
UID30245,34,technician,married,tertiary,no,823,no,no,cellular,3,feb,178,3,161,5,other,0
UID30246,48,technician,married,secondary,no,0,yes,yes,unknown,2,jul,44,2,-1,0,unknown,0
UID30247,42,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,0
UID30248,44,services,single,secondary,no,2886,no,no,unknown,20,jun,31,1,-1,0,unknown,0
UID30249,38,housemaid,married,secondary,no,-278,yes,no,cellular,28,jul,143,2,-1,0,unknown,0
UID30250,37,management,married,tertiary,no,89,yes,no,unknown,19,may,162,10,-1,0,unknown,0
UID30251,31,blue-collar,married,secondary,no,-498,yes,no,cellular,21,jul,357,1,-1,0,unknown,0
UID30252,38,blue-collar,married,secondary,no,205,yes,no,unknown,3,jun,170,1,-1,0,unknown,0
UID30253,40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,1,-1,0,unknown,1
UID30254,26,technician,single,secondary,no,57,yes,no,unknown,9,may,404,2,-1,0,unknown,0
UID30255,46,blue-collar,married,primary,no,-160,no,yes,telephone,25,jul,93,11,-1,0,unknown,0
UID30256,37,management,divorced,secondary,no,1448,yes,no,cellular,20,apr,196,2,283,2,failure,0
UID30257,54,self-employed,single,tertiary,no,760,no,no,telephone,21,nov,336,1,-1,0,unknown,0
UID30258,54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,1
UID30259,32,services,single,secondary,no,6857,no,no,cellular,6,aug,85,1,185,1,failure,0
UID30260,43,self-employed,married,primary,no,5039,no,no,cellular,20,nov,227,1,-1,0,unknown,0
UID30261,36,management,married,tertiary,no,-1629,yes,yes,cellular,28,jul,337,2,-1,0,unknown,0
UID30262,32,self-employed,married,secondary,yes,9,no,no,cellular,21,aug,331,2,-1,0,unknown,0
UID30263,57,services,married,secondary,no,2658,yes,no,cellular,21,nov,107,1,190,1,failure,0
UID30264,27,technician,married,secondary,no,0,yes,no,cellular,28,jul,55,6,-1,0,unknown,0
UID30265,28,admin.,married,secondary,no,84,yes,yes,cellular,14,may,287,1,-1,0,unknown,0
UID30266,33,management,single,tertiary,no,2617,yes,yes,cellular,18,jul,113,2,-1,0,unknown,0
UID30267,34,technician,married,secondary,no,1072,no,yes,cellular,5,feb,136,1,252,2,failure,0
UID30268,34,services,single,secondary,no,258,yes,no,unknown,4,jun,131,2,-1,0,unknown,0
UID30269,65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,383,2,188,5,failure,0
UID30270,79,retired,married,secondary,no,723,no,no,telephone,9,sep,276,1,79,3,failure,1
UID30271,34,technician,married,tertiary,no,352,yes,no,cellular,16,apr,288,3,324,1,other,0
UID30272,50,self-employed,married,secondary,no,1878,yes,yes,cellular,20,nov,45,2,181,11,failure,0
UID30273,35,blue-collar,divorced,secondary,no,0,no,no,cellular,15,jul,129,2,-1,0,unknown,0
UID30274,40,management,married,tertiary,no,198,yes,no,cellular,18,may,214,5,364,8,failure,0
UID30275,49,services,married,secondary,no,2058,no,no,unknown,18,jun,82,3,-1,0,unknown,0
UID30276,51,entrepreneur,married,tertiary,no,36935,yes,no,cellular,21,nov,41,1,-1,0,unknown,0
UID30277,56,services,married,secondary,no,17,no,yes,cellular,25,aug,342,5,-1,0,unknown,0
UID30278,35,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,359,2,-1,0,unknown,0
UID30279,47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,0
UID30280,58,retired,married,primary,no,1,no,no,cellular,26,aug,112,4,-1,0,unknown,0
UID30281,43,blue-collar,divorced,secondary,no,898,yes,no,cellular,11,may,405,1,174,3,failure,0
UID30282,36,management,married,tertiary,no,0,yes,no,cellular,21,nov,72,3,29,4,success,0
UID30283,55,services,single,secondary,no,1539,no,no,unknown,20,jun,65,2,-1,0,unknown,0
UID30284,32,technician,married,secondary,no,1214,yes,no,cellular,20,apr,53,1,-1,0,unknown,0
UID30285,23,blue-collar,single,secondary,no,214,yes,no,unknown,28,may,44,1,-1,0,unknown,0
UID30286,47,blue-collar,married,secondary,no,5041,no,no,cellular,20,nov,184,1,-1,0,unknown,0
UID30287,46,blue-collar,married,primary,no,44,no,yes,cellular,10,jul,90,9,-1,0,unknown,0
UID30288,50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,1
UID30289,58,housemaid,married,primary,no,4605,no,no,cellular,11,sep,339,1,38,1,failure,0
UID30290,56,technician,married,unknown,no,84,yes,no,cellular,13,may,65,2,370,1,failure,0
UID30291,41,technician,married,secondary,no,801,no,no,cellular,28,aug,65,4,-1,0,unknown,0
UID30292,59,retired,married,unknown,yes,-114,no,yes,cellular,9,jul,611,2,-1,0,unknown,0
UID30293,30,admin.,married,secondary,no,667,yes,no,unknown,2,jun,154,2,-1,0,unknown,0
UID30294,50,self-employed,married,primary,no,0,no,no,cellular,22,aug,125,4,-1,0,unknown,0
UID30295,63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,325,1,180,7,failure,1
UID30296,43,management,married,tertiary,no,2767,yes,no,cellular,17,nov,374,1,186,7,failure,0
UID30297,29,student,single,secondary,no,48,no,no,cellular,26,feb,51,1,-1,0,unknown,0
UID30298,44,technician,divorced,secondary,no,0,yes,no,cellular,28,jul,463,2,-1,0,unknown,0
UID30299,40,blue-collar,married,primary,no,278,yes,no,unknown,23,may,1015,3,-1,0,unknown,1
UID30300,45,services,married,secondary,no,4,yes,no,unknown,20,jun,709,9,-1,0,unknown,0
UID30301,42,management,divorced,tertiary,no,621,no,yes,cellular,22,jul,87,2,-1,0,unknown,0
UID30302,45,unemployed,married,tertiary,no,1148,no,no,cellular,19,nov,782,2,-1,0,unknown,0
UID30303,49,management,married,primary,no,330,no,no,unknown,16,jun,123,1,-1,0,unknown,0
UID30304,36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,0
UID30305,54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,1187,2,320,2,success,0
UID30306,30,blue-collar,single,secondary,no,16,yes,no,unknown,19,may,127,5,-1,0,unknown,0
UID30307,41,management,divorced,tertiary,no,20479,no,no,cellular,14,aug,229,2,-1,0,unknown,0
UID30308,58,technician,divorced,secondary,no,2270,no,no,unknown,20,jun,24,4,-1,0,unknown,0
UID30309,45,technician,married,secondary,no,1395,yes,no,cellular,11,aug,243,4,-1,0,unknown,0
UID30310,40,management,single,tertiary,no,157,yes,no,unknown,15,may,68,2,-1,0,unknown,0
UID30311,46,entrepreneur,married,secondary,no,1375,yes,no,unknown,30,may,170,7,-1,0,unknown,0
UID30312,34,management,married,tertiary,no,1674,yes,no,cellular,10,mar,113,1,210,7,failure,0
UID30313,54,management,married,secondary,yes,5249,yes,no,cellular,17,nov,108,1,-1,0,unknown,0
UID30314,52,technician,married,secondary,yes,0,no,no,cellular,8,jul,584,2,-1,0,unknown,0
UID30315,37,blue-collar,married,secondary,no,0,yes,no,cellular,15,jul,129,2,-1,0,unknown,0
UID30316,36,technician,single,tertiary,no,670,yes,no,cellular,17,apr,122,1,343,1,failure,0
UID30317,46,blue-collar,married,primary,no,0,yes,no,telephone,11,may,30,4,304,2,other,0
UID30318,32,blue-collar,married,secondary,no,1197,yes,yes,unknown,16,may,241,1,-1,0,unknown,0
UID30319,35,technician,married,secondary,no,327,yes,no,cellular,13,apr,537,3,-1,0,unknown,0
UID30320,42,blue-collar,married,unknown,no,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,0
UID30321,36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,63,5,-1,0,unknown,0
UID30322,30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown,1
UID30323,45,technician,married,secondary,no,396,yes,no,cellular,17,apr,266,4,-1,0,unknown,0
UID30324,34,unemployed,single,secondary,no,1586,no,no,cellular,5,feb,355,2,-1,0,unknown,0
UID30325,48,technician,married,secondary,no,1526,no,no,cellular,6,aug,273,2,-1,0,unknown,0
UID30326,31,management,single,tertiary,no,682,yes,no,unknown,26,may,473,5,-1,0,unknown,0
UID30327,54,entrepreneur,married,secondary,yes,401,yes,no,cellular,11,may,341,1,-1,0,unknown,0
UID30328,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,1
UID30329,33,self-employed,married,tertiary,no,1249,yes,no,cellular,11,jul,261,2,-1,0,unknown,0
UID30330,45,admin.,married,secondary,no,3307,no,no,cellular,30,jul,129,2,-1,0,unknown,0
UID30331,32,blue-collar,married,primary,no,209,yes,yes,unknown,20,jun,8,31,-1,0,unknown,0
UID30332,32,services,single,secondary,no,-198,yes,no,unknown,21,may,681,3,-1,0,unknown,1
UID30333,39,blue-collar,married,secondary,no,123,no,no,unknown,17,jun,110,1,-1,0,unknown,0
UID30334,34,entrepreneur,married,primary,no,0,yes,no,cellular,11,may,547,1,-1,0,unknown,0
UID30335,60,retired,married,secondary,no,374,no,no,cellular,19,aug,276,2,-1,0,unknown,0
UID30336,49,management,married,tertiary,no,0,no,no,cellular,19,nov,209,3,-1,0,unknown,0
UID30337,54,admin.,single,secondary,no,189,no,no,cellular,2,jun,95,5,-1,0,unknown,0
UID30338,24,admin.,single,secondary,no,5,no,no,cellular,7,apr,66,1,330,1,failure,0
UID30339,33,blue-collar,married,primary,no,-342,yes,no,unknown,28,may,528,2,-1,0,unknown,0
UID30340,29,admin.,single,tertiary,no,8,no,yes,cellular,2,mar,107,1,-1,0,unknown,0
UID30341,40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,1,93,1,success,1
UID30342,41,management,married,tertiary,no,20,yes,no,cellular,17,nov,99,1,151,2,failure,0
UID30343,34,housemaid,married,tertiary,no,5011,yes,no,unknown,9,jun,311,2,-1,0,unknown,0
UID30344,55,admin.,married,secondary,no,131,yes,no,unknown,6,may,744,1,-1,0,unknown,0
UID30345,32,technician,divorced,secondary,no,3717,no,yes,cellular,24,jul,91,1,-1,0,unknown,0
UID30346,35,technician,married,secondary,no,-499,yes,no,cellular,28,jul,488,4,-1,0,unknown,0
UID30347,43,admin.,married,secondary,no,0,no,no,cellular,31,jul,408,8,-1,0,unknown,0
UID30348,36,services,married,tertiary,no,301,no,no,cellular,28,jan,333,1,-1,0,unknown,0
UID30349,40,blue-collar,married,primary,no,3705,yes,no,cellular,14,may,23,1,332,1,failure,0
UID30350,31,blue-collar,married,primary,no,224,yes,no,unknown,20,jun,20,19,-1,0,unknown,0
UID30351,30,admin.,single,tertiary,no,218,no,no,unknown,4,jul,137,2,-1,0,unknown,0
UID30352,40,blue-collar,married,secondary,no,1554,yes,no,cellular,9,apr,385,2,331,1,failure,0
UID30353,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,20,apr,147,1,-1,0,unknown,0
UID30354,26,student,single,tertiary,no,641,yes,no,cellular,15,may,55,1,368,1,failure,0
UID30355,34,housemaid,married,tertiary,no,0,no,no,cellular,28,jul,60,5,-1,0,unknown,0
UID30356,49,blue-collar,married,primary,no,1,no,yes,cellular,5,feb,98,1,210,1,other,0
UID30357,51,self-employed,married,tertiary,no,2007,no,no,unknown,16,jun,1021,1,-1,0,unknown,0
UID30358,31,technician,married,secondary,no,84,no,no,cellular,15,may,264,2,-1,0,unknown,0
UID30359,57,services,divorced,primary,no,2225,yes,no,cellular,18,may,8,4,-1,0,unknown,0
UID30360,35,technician,single,tertiary,no,992,yes,no,telephone,12,feb,1416,1,170,4,failure,0
UID30361,56,retired,divorced,secondary,no,1005,no,yes,cellular,30,jul,69,4,-1,0,unknown,0
UID30362,45,technician,married,tertiary,no,4647,no,no,cellular,29,jul,109,3,-1,0,unknown,0
UID30363,48,unemployed,married,secondary,no,0,no,no,cellular,18,aug,195,3,-1,0,unknown,0
UID30364,47,technician,divorced,secondary,no,165,no,no,unknown,18,jun,99,3,-1,0,unknown,0
UID30365,36,blue-collar,married,secondary,no,-251,yes,no,unknown,7,may,162,1,-1,0,unknown,0
UID30366,42,admin.,married,secondary,no,-1386,yes,yes,cellular,15,jul,56,4,-1,0,unknown,0
UID30367,36,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138,2,-1,0,unknown,0
UID30368,48,admin.,divorced,secondary,no,1180,no,no,cellular,27,jan,142,1,238,3,other,1
UID30369,31,management,divorced,tertiary,yes,10,yes,yes,cellular,5,may,167,1,-1,0,unknown,0
UID30370,44,management,single,primary,no,4,no,no,cellular,29,jul,163,3,-1,0,unknown,0
UID30371,42,entrepreneur,married,secondary,no,718,yes,no,cellular,14,may,201,2,365,2,failure,0
UID30372,60,technician,divorced,tertiary,no,-361,no,yes,cellular,28,jul,76,6,-1,0,unknown,0
UID30373,48,blue-collar,married,secondary,no,426,yes,yes,cellular,5,feb,153,2,177,2,failure,0
UID30374,48,housemaid,divorced,secondary,no,57,no,no,cellular,19,nov,134,1,-1,0,unknown,0
